㖡	y	e	o	yeoov
㖡	y	e	o	yeoovi
㖩	j	l	o	jlovi
㖩	j	l	o	jlovii
㖩	s	d	o	sdovii
㖫	l	g	o	lgovo
㖫	l	g	o	lgovou
㖭	t	m	o	tmov
㖭	t	m	o	tmovvu
㖹	f	n	o	fnouoa
㖹	p	n	o	pnou
㖹	p	n	o	pnouoa
㖺	j	w	o	jwovv
㖺	j	w	o	jwovvv
㖾	x	e	o	xeooou
㖿	x	d	o	xdovii
㖿	y	e	o	yeovii
㗂	e	r	o	eroiuo
㗄	k	j	o	kjoi
㗄	k	j	o	kjoiai
㗉	l	h	v	lhvvu
㗉	l	h	v	lhvvua
㗊	j	k	o	jkooo
㗊	j	k	o	jkoooo
㗊	l	w	o	lwoo
㗊	l	w	o	lwoooo
㗎	j	s	o	jsoau
㗎	j	s	o	jsoauo
㗏	w	h	o	whov
㗏	w	h	o	whovui
㗑	b	h	o	bhoiu
㗑	b	h	o	bhoiuv
㗡	r	r	i	rriio
㗡	r	r	i	rriiou
㗬	f	s	i	fsiou
㗬	f	s	i	fsioua
㗳	d	s	o	dsouv
㗳	d	s	o	dsouvo
㗳	t	s	o	tsou
㗳	t	s	o	tsouvo
㗸	x	m	o	xmouui
㗺	s	s	o	ssov
㗺	s	s	o	ssovvu
㗾	x	h	o	xhovi
㗾	x	h	o	xhovii
㘁	y	k	o	ykoaov
㘄	l	r	o	lrov
㘄	l	r	o	lrovia
㘆	t	h	o	thovo
㘆	t	h	o	thovoo
㘎	h	f	o	hfooi
㘎	h	f	o	hfooia
㘗	q	l	o	qloia
㘗	q	l	o	qloiav
㘝	n	d	i	ndiaa
㘝	n	d	i	ndiaao
㘞	h	l	i	hliaa
㘞	h	l	i	hliaau
㘠	b	k	i	bkiao
㘠	b	k	i	bkiaoa
㘡	x	s	i	xsiai
㘡	x	s	i	xsiaia
㘢	w	r	i	wriai
㘢	w	r	i	wriaio
㘣	x	t	i	xtiao
㘣	x	t	i	xtiaou
㘣	y	t	i	ytiaou
㘥	y	d	i	ydiau
㘥	y	d	i	ydiauo
㘭	x	z	v	xzvoa
㘭	x	z	v	xzvoaa
㘱	t	f	v	tfvoi
㘱	t	f	v	tfvoia
㘵	b	j	v	bjvovu
㘸	z	l	v	zlvuv
㘸	z	l	v	zlvuvo
㘸	z	p	v	zpvu
㘸	z	p	v	zpvuvo
㘺	f	s	v	fsvoiv
㘽	z	h	u	zhuovo
㘿	n	d	v	ndvoo
㘿	n	d	v	ndvooi
㙂	d	b	v	dbvo
㙂	d	b	v	dbvoou
㙍	d	l	v	dlvoa
㙍	d	l	v	dlvoao
㙏	f	j	v	fjvouv
㙓	k	b	v	kbvov
㙓	k	b	v	kbvovo
㙘	y	z	v	yzvovi
㙜	t	h	o	thovv
㙜	t	h	o	thovvo
㙟	l	p	v	lpvooa
㙦	x	d	i	xdivvo
㚃	y	w	v	ywvou
㚃	y	w	v	ywvouo
㚇	z	y	u	zyuo
㚇	z	y	u	zyuoua
㚎	q	l	v	qlvuai
㚏	h	z	v	hzvuv
㚏	h	z	v	hzvuvu
㚐	t	z	v	tzvuv
㚐	t	z	v	tzvuvu
㚑	l	g	a	lgavv
㚑	l	g	a	lgavvu
㚒	e	f	v	efvuo
㚒	e	f	v	efvuou
㚓	l	h	v	lhvu
㚓	l	h	v	lhvuvv
㚔	n	d	v	ndvu
㚔	n	d	v	ndvuou
㚔	x	g	v	xgvuo
㚔	x	g	v	xgvuou
㚖	g	z	u	gzuivu
㚘	b	f	v	bfvvv
㚘	b	f	v	bfvvvv
㚘	f	j	v	fjvvvv
㚘	h	e	v	hevv
㚘	h	e	v	hevvvv
㚟	w	l	u	wluav
㚟	w	l	u	wluavu
㚡	j	k	v	jkvuvu
㚢	n	j	i	njia
㚢	n	j	i	njiauv
㚣	j	c	a	jcaua
㚣	j	c	a	jcauau
㚧	y	f	a	yfauov
㚲	d	m	a	dmauiv
㚲	j	f	a	jfaui
㚲	j	f	a	jfauiv
㚵	d	y	a	dyauu
㚵	d	y	a	dyauua
㚷	n	h	a	nhauii
㚸	s	k	a	skaua
㚸	s	k	a	skauav
㚹	l	q	a	lqauua
㚹	m	c	a	mcauu
㚹	m	c	a	mcauua
㚺	y	w	a	ywaua
㚺	y	w	a	ywauau
㚻	j	k	i	jkiaa
㚻	j	k	i	jkiaau
㚽	q	c	v	qcvia
㚽	q	c	v	qcviau
㚾	x	y	a	xyauo
㚾	x	y	a	xyauou
㚿	p	z	a	pzauu
㚿	p	z	a	pzauua
㛀	f	d	a	fdauua
㛀	j	j	a	jjauu
㛀	j	j	a	jjauua
㛁	p	r	a	prauv
㛁	p	r	a	prauvo
㛂	n	l	a	nlau
㛂	n	l	a	nlauuu
㛃	j	d	v	jdvvau
㛄	y	k	a	ykauov
㛅	x	j	a	xjau
㛅	x	j	a	xjauvi
㛆	d	l	a	dlaua
㛆	d	l	a	dlauau
㛊	d	l	a	dlauu
㛊	d	l	a	dlauua
㛎	l	l	a	llauo
㛎	l	l	a	llauoo
㛏	q	q	a	qqauv
㛏	q	q	a	qqauvi
㛑	c	f	i	cfiva
㛑	c	f	i	cfivau
㛒	d	d	a	ddau
㛒	d	d	a	ddauvo
㛓	x	k	a	xkauuo
㛔	f	r	a	frauu
㛔	f	r	a	frauua
㛔	p	r	a	prauu
㛔	p	r	a	prauua
㛕	x	e	a	xeauo
㛕	x	e	a	xeauoa
㛕	y	k	a	ykauoa
㛖	s	l	a	slaua
㛖	s	l	a	slauao
㛗	q	d	a	qdau
㛗	q	d	a	qdauii
㛗	s	l	a	slaui
㛗	s	l	a	slauii
㛗	z	l	a	zlau
㛗	z	l	a	zlauii
㛘	p	l	a	plauu
㛘	p	l	a	plauuo
㛙	q	d	a	qdauo
㛙	q	d	a	qdauov
㛙	x	b	a	xbauo
㛙	x	b	a	xbauov
㛚	t	y	a	tyau
㛚	t	y	a	tyauao
㛛	e	n	a	enauui
㛜	y	d	i	ydiia
㛜	y	d	i	ydiiau
㛞	l	y	a	lyau
㛞	l	y	a	lyauvv
㛣	y	w	a	ywauo
㛣	y	w	a	ywauoa
㛤	l	k	a	lkauvi
㛥	t	s	a	tsau
㛥	t	s	a	tsauao
㛦	l	f	a	lfauv
㛦	l	f	a	lfauvv
㛧	m	f	a	mfaui
㛧	m	f	a	mfauia
㛨	q	x	a	qxauo
㛨	q	x	a	qxauou
㛩	f	d	a	fdauo
㛩	f	d	a	fdauov
㛪	y	f	a	yfauvu
㛹	p	m	a	pmau
㛹	p	m	a	pmauiv
㛺	x	f	a	xfauo
㛺	x	f	a	xfauov
㛿	f	k	a	fkauvi
㜅	x	l	a	xlauo
㜅	x	l	a	xlauov
㜌	g	d	v	gdvoau
㜌	k	d	v	kdvo
㜌	k	d	v	kdvoau
㜌	n	d	v	ndvoa
㜌	n	d	v	ndvoau
㜍	t	p	a	tpauo
㜍	t	p	a	tpauov
㜛	r	t	a	rtauv
㜛	r	t	a	rtauva
㜳	h	g	a	hgau
㜳	h	g	a	hgauov
㜶	f	f	a	ffauua
㝀	h	z	a	hzaaa
㝀	h	z	a	hzaaai
㝁	q	y	u	qyuaa
㝁	q	y	u	qyuaai
㝃	m	m	a	mmai
㝃	m	m	a	mmaiua
㝅	g	d	v	gdvoai
㝇	j	w	o	jwovo
㝇	j	w	o	jwovov
㝉	q	j	o	qjoov
㝉	q	j	o	qjoovv
㝊	e	d	o	edooa
㝊	e	d	o	edooao
㝕	n	g	o	ngooa
㝕	n	g	o	ngooao
㝛	s	j	o	sjooi
㝛	s	j	o	sjooiv
㝛	x	q	o	xqooi
㝛	x	q	o	xqooiv
㝝	l	b	o	lboov
㝝	l	b	o	lboovv
㝠	m	g	o	mgoo
㝠	m	g	o	mgoooi
㝡	z	b	o	zboo
㝡	z	b	o	zboovi
㝩	k	p	o	kpooov
㝬	f	j	o	fjoov
㝬	f	j	o	fjoovv
㝵	d	e	o	deoi
㝵	d	e	o	deoivv
㝵	x	h	o	xhoivv
㝷	x	w	a	xwavvi
㝹	n	d	i	ndiuua
㝻	j	b	v	jbviiu
㝿	b	l	v	blvua
㝿	b	l	v	blvuau
㞋	j	k	a	jkavao
㞋	n	m	a	nmav
㞋	n	m	a	nmavao
㞌	y	w	a	ywava
㞌	y	w	a	ywavai
㞎	b	s	a	bsava
㞎	b	s	a	bsavai
㞐	j	l	a	jlavo
㞐	j	l	a	jlavov
㞔	e	k	a	ekavua
㞗	q	q	a	qqav
㞗	q	q	a	qqavvi
㞘	d	j	a	djavv
㞘	d	j	a	djavvu
㞙	n	c	a	ncav
㞙	n	c	a	ncavuv
㞙	s	b	a	sbavu
㞙	s	b	a	sbavuv
㞚	f	s	a	fsavuv
㞚	q	k	a	qkavu
㞚	q	k	a	qkavuv
㞢	f	k	a	fkaii
㞢	f	k	a	fkaiiv
㞣	f	n	a	fnai
㞣	f	n	a	fnaiuo
㞥	c	n	i	cnia
㞥	c	n	i	cniauo
㞧	h	b	i	hbiaau
㞧	k	g	i	kgia
㞧	k	g	i	kgiaau
㞪	n	z	a	nzav
㞪	n	z	a	nzavia
㞭	d	h	v	dhvui
㞭	d	h	v	dhvuia
㞮	j	j	i	jjiaua
㞯	q	k	a	qkavia
㞱	c	y	i	cyia
㞱	c	y	i	cyiaoi
㞵	t	z	a	tzaio
㞵	t	z	a	tzaiov
㞷	h	m	a	hmai
㞷	h	m	a	hmaivv
㞷	h	x	a	hxai
㞷	h	x	a	hxaivv
㞽	x	h	i	xhiav
㞽	x	h	i	xhiava
㟁	x	f	i	xfiav
㟁	x	f	i	xfiavu
㟂	m	j	i	mjiaa
㟂	m	j	i	mjiaaa
㟃	s	k	i	skiaa
㟃	s	k	i	skiaav
㟖	l	y	i	lyiav
㟖	l	y	i	lyiavv
㟢	q	k	i	qkiavu
㟤	l	j	i	ljiaa
㟤	l	j	i	ljiaav
㟥	c	f	i	cfiaa
㟥	c	f	i	cfiaao
㟥	c	n	i	cni
㟥	c	n	i	cniaao
㠀	d	z	u	dzuaia
㠄	x	k	i	xkiaao
㠇	j	q	i	jqia
㠇	j	q	i	jqiaov
㠌	q	k	i	qkiavi
㠓	m	r	i	mriaii
㠭	q	f	v	qfvi
㠭	q	f	v	qfvivi
㠯	y	k	i	ykiava
㠶	f	f	i	ffiauu
㠽	t	y	i	tyiaua
㠾	y	t	u	ytuaia
㡀	b	k	o	bkoui
㡀	b	k	o	bkouia
㡇	f	e	i	feiav
㡇	f	e	i	feiavi
㡇	j	d	i	jdiavi
㡇	q	e	i	qeiav
㡇	q	e	i	qeiavi
㡌	m	z	i	mziai
㡌	m	z	i	mziaia
㡎	e	f	i	efiaa
㡎	e	f	i	efiaao
㡎	e	n	i	eniaa
㡎	e	n	i	eniaao
㡎	q	c	i	qciaa
㡎	q	c	i	qciaao
㡑	q	c	u	qcuvia
㡡	j	j	i	jjiav
㡡	j	j	i	jjiavu
㡨	j	m	i	jmiaii
㡨	q	m	i	qmiaii
㡺	d	f	o	dfovoi
㢆	j	f	o	jfovia
㢊	x	h	o	xhovv
㢊	x	h	o	xhovvu
㢊	y	k	o	ykovvu
㢘	l	m	o	lmovo
㢘	l	m	o	lmovou
㢙	j	b	o	jbovvi
㢡	j	x	o	jxovvu
㢢	b	k	i	bkiov
㢢	b	k	i	bkiovu
㢣	q	g	i	qgiivu
㢤	z	h	u	zhuoua
㢦	g	e	v	gevova
㢧	j	t	a	jtav
㢧	j	t	a	jtavav
㢩	d	k	a	dkavua
㣇	y	k	a	ykaai
㣇	y	k	a	ykaaia
㣈	s	k	a	skaaa
㣈	s	k	a	skaaaa
㣉	g	y	v	gyviuu
㣌	e	f	i	efiv
㣌	e	f	i	efivuu
㣏	j	g	v	jgvu
㣏	j	g	v	jgvuuu
㣒	c	r	o	crouu
㣒	c	r	o	crouuu
㣦	w	w	u	wwuuu
㣦	w	w	u	wwuuuv
㣫	f	y	u	fyuuuv
㣲	w	w	u	wwuui
㣲	w	w	u	wwuuia
㤅	x	h	v	xhva
㤅	x	h	v	xhvaoa
㤉	q	s	o	qsoo
㤉	q	s	o	qsoova
㤉	y	s	o	ysoov
㤉	y	s	o	ysoova
㤍	q	c	v	qcvioa
㤏	t	y	o	tyoou
㤏	t	y	o	tyooua
㤐	j	f	i	jfivo
㤐	j	f	i	jfivoa
㤖	n	l	o	nlooo
㤖	n	l	o	nloooo
㤘	f	d	o	fdoou
㤘	f	d	o	fdooua
㤘	j	j	o	jjoou
㤘	j	j	o	jjooua
㤙	x	n	i	xnia
㤙	x	n	i	xniaoa
㤞	w	s	o	wsooo
㤞	w	s	o	wsoooo
㤥	h	h	o	hhooov
㤩	k	e	u	keua
㤩	k	e	u	keuaoa
㤭	j	c	o	jcoouv
㤴	d	d	o	ddoovi
㤴	e	e	o	eeoov
㤴	e	e	o	eeoovi
㤴	j	e	o	jeoo
㤴	j	e	o	jeoovi
㤴	w	e	o	weoo
㤴	w	e	o	weoovi
㤽	w	d	o	wdoov
㤽	w	d	o	wdoovv
㥄	l	g	o	lgoov
㥄	l	g	o	lgoovo
㥎	l	k	u	lkuvoa
㥏	t	m	o	tmoo
㥏	t	m	o	tmooia
㥐	y	t	i	ytivo
㥐	y	t	i	ytivoa
㥠	x	l	o	xlooa
㥠	x	l	o	xlooai
㥪	l	d	o	ldooou
㥫	d	w	o	dwooo
㥫	d	w	o	dwooov
㥯	y	b	u	ybuo
㥯	y	b	u	ybuooa
㥵	h	w	o	hwooi
㥵	h	w	o	hwooia
㦁	l	m	v	lmva
㦁	l	m	v	lmvaoa
㦅	d	d	o	ddoovi
㦅	d	k	o	dkoov
㦅	d	k	o	dkoovi
㦒	l	k	o	lkooia
㦛	y	l	u	yluio
㦛	y	l	u	yluioa
㦮	j	m	v	jmvvva
㦯	h	l	v	hlva
㦯	h	l	v	hlvaov
㦰	j	m	i	jmiiva
㦱	w	l	v	wlvv
㦱	w	l	v	wlvvvo
㦲	z	h	u	zhuou
㦲	z	h	u	zhuoua
㦴	g	e	v	gevua
㦴	g	e	v	gevuao
㦵	q	j	u	qjuvva
㦶	d	d	v	ddvva
㦶	d	d	v	ddvvao
㦷	y	y	a	yyaova
㦹	y	p	a	ypauv
㦹	y	p	a	ypauva
㦺	r	j	v	rjvuv
㦺	r	j	v	rjvuva
㦻	x	k	a	xkaova
㦼	e	m	v	emvvv
㦼	e	m	v	emvvva
㦼	e	x	v	exvvv
㦼	e	x	v	exvvva
㧀	j	k	o	jkoaua
㧈	y	b	i	ybiua
㧈	y	b	i	ybiuav
㧏	g	p	i	gpiui
㧏	g	p	i	gpiuia
㧐	s	y	i	syiu
㧐	s	y	i	syiuao
㧑	h	b	i	hbiuo
㧑	h	b	i	hbiuou
㧑	w	w	i	wwiu
㧑	w	w	i	wwiuou
㧔	g	g	i	ggiuv
㧔	g	g	i	ggiuvu
㧛	l	f	i	lfiiiu
㧟	k	g	i	kgiu
㧟	k	g	i	kgiuav
㧥	x	m	i	xmiuu
㧥	x	m	i	xmiuuv
㧪	g	b	i	gbiuu
㧪	g	b	i	gbiuua
㧪	w	w	i	wwiuu
㧪	w	w	i	wwiuua
㧯	l	z	i	lziuu
㧯	l	z	i	lziuuo
㧰	l	h	i	lhiuu
㧰	l	h	i	lhiuua
㧱	n	s	i	nsiv
㧱	n	s	i	nsiviu
㧶	k	r	i	kriu
㧶	k	r	i	kriuui
㧸	p	r	i	priuov
㧾	h	j	i	hjiuu
㧾	h	j	i	hjiuua
㨃	d	b	i	dbiu
㨃	d	b	i	dbiuov
㨃	j	r	i	jriuov
㨄	f	d	i	fdiuua
㨊	t	l	i	tliuvu
㨊	w	w	i	wwiuvu
㨌	g	d	v	gdvoi
㨌	g	d	v	gdvoiu
㨗	j	d	i	jdiui
㨗	j	d	i	jdiuiv
㨘	x	g	i	xgiui
㨘	x	g	i	xgiuiu
㨪	h	m	i	hmiu
㨪	h	m	i	hmiuoi
㨪	h	x	i	hxiu
㨪	h	x	i	hxiuoi
㨷	j	b	i	jbiuv
㨷	j	b	i	jbiuvi
㨿	j	l	i	jliui
㨿	j	l	i	jliuiv
㩐	d	n	i	dniu
㩐	d	n	i	dniuuv
㩒	q	b	i	qbiuv
㩒	q	b	i	qbiuvv
㩗	x	d	i	xdiuia
㩙	s	h	i	shiuo
㩙	s	h	i	shiuoo
㩟	f	h	i	fhiuo
㩟	f	h	i	fhiuoo
㩟	q	h	i	qhiuo
㩟	q	h	i	qhiuoo
㩢	m	d	i	mdiui
㩢	m	d	i	mdiuii
㩦	x	d	i	xdiuio
㩧	b	l	i	bliuoi
㩲	q	t	i	qtiui
㩲	q	t	i	qtiuii
㩼	f	k	u	fkuau
㩼	f	k	u	fkuauo
㪃	h	e	v	hevoiv
㪅	g	r	v	grvii
㪅	g	r	v	grviiv
㪉	h	e	i	heivuv
㪋	h	f	o	hfoiiv
㪍	b	l	u	bluouv
㪔	s	f	v	sfvv
㪔	s	f	v	sfvviv
㪗	t	d	o	tdo
㪗	t	d	o	tdoviv
㪘	l	m	i	lmivuv
㪙	k	e	i	keiauv
㪚	s	f	v	sfvi
㪚	s	f	v	sfviuv
㪟	d	b	o	dbovuv
㪟	d	w	o	dwovu
㪟	d	w	o	dwovuv
㪨	e	f	o	efouiv
㪮	l	g	v	lgvoiv
㪺	j	l	v	jlvio
㪺	j	l	v	jlvioo
㪼	k	e	v	kevouu
㪽	s	l	v	slvoiu
㪾	g	e	u	geuauu
㪾	l	l	u	lluau
㪾	l	l	u	lluauu
㫂	q	j	o	qjovuu
㫃	y	f	o	yfovii
㫄	p	p	o	ppov
㫄	p	p	o	ppovua
㫉	n	k	o	nkovua
㫐	y	z	o	yzoiu
㫐	y	z	o	yzoiua
㫒	g	y	o	gyoi
㫒	g	y	o	gyoivu
㫓	q	k	o	qkoiuv
㫖	f	k	i	fkivo
㫖	f	k	i	fkivoi
㫗	h	d	o	hdoi
㫗	h	d	o	hdoiai
㫘	m	k	v	mkvuo
㫘	m	k	v	mkvuoi
㫛	g	m	o	gmoiou
㫛	g	x	o	gxoiou
㫜	t	f	o	tfoioi
㫝	d	k	o	dkoiua
㫞	t	z	o	tzoi
㫞	t	z	o	tzoiai
㫟	y	f	o	yfoiua
㫠	b	f	o	bfoiou
㫡	d	y	o	dyoiu
㫡	d	y	o	dyoiua
㫥	m	g	o	mgoiua
㫦	t	z	i	tziiua
㫨	x	f	o	xfoioo
㫩	j	w	u	jwuooi
㫪	w	y	v	wyvvi
㫪	w	y	v	wyvvio
㫬	x	l	o	xloiua
㫭	e	k	o	ekoivo
㫰	l	p	o	lpoio
㫰	l	p	o	lpoioa
㫱	n	f	o	nfoiv
㫱	n	f	o	nfoivo
㫲	b	w	o	bwoiu
㫲	b	w	o	bwoiuo
㫳	j	n	v	jnvuo
㫳	j	n	v	jnvuoi
㫵	f	w	o	fwoiiv
㫶	f	d	o	fdoia
㫶	f	d	o	fdoiav
㫷	j	k	v	jkvioi
㫸	j	d	o	jdoiv
㫸	j	d	o	jdoiva
㫹	e	j	o	ejoiuu
㫻	k	w	o	kwoii
㫻	k	w	o	kwoiiu
㫼	f	e	o	feoiu
㫼	f	e	o	feoiuv
㫼	q	e	o	qeoiu
㫼	q	e	o	qeoiuv
㫽	l	j	o	ljoia
㫽	l	j	o	ljoiav
㫾	e	p	o	epoii
㫾	e	p	o	epoiio
㬁	w	s	o	wsoiai
㬂	y	l	o	yloiia
㬃	t	h	o	thoia
㬃	t	h	o	thoiao
㬆	m	b	o	mboiav
㬇	h	t	o	htoiu
㬇	h	t	o	htoiua
㬈	w	n	o	wnoio
㬈	w	n	o	wnoioi
㬉	n	t	o	ntoi
㬉	n	t	o	ntoivu
㬊	h	t	o	htoi
㬊	h	t	o	htoiuo
㬋	h	d	o	hdoii
㬋	h	d	o	hdoiia
㬌	j	g	o	jgoiov
㬍	b	l	o	bloiv
㬍	b	l	o	bloivi
㬎	x	m	o	xmoia
㬎	x	m	o	xmoiaa
㬏	l	k	o	lkoivo
㬐	j	b	o	jboiv
